address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_541, Bangalore",Nandhana Palace,Yes,No,4.3/5,391,080-7535788,JP Nagar,Fine Dining,Pasta,"Continental, Beverages, Fast Food, Desserts, North Indian",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_244, Bangalore",McDonald's,Yes,No,4.5/5,583,080-1912484,Jayanagar,Cafe,Salad,"Fast Food, Continental",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_124, Bangalore",Onesta,Yes,No,3.2/5,2309,080-2225232,Koramangala,Pub,Biryani,"Continental, North Indian, Mexican, South Indian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_882, Bangalore",McDonald's,Yes,Yes,NEW,650,080-3376224,Indiranagar,Pub,Steak,"North Indian, Continental, Chinese, Beverages, South Indian",2000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_772, Bangalore",KFC,No,No,3.6/5,2498,080-1687389,Marathahalli,Cafe,Steak,Thai,"1,000",Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_233, Bangalore",Resto_233,No,Yes,4.0/5,2301,080-7502088,HSR Layout,Fine Dining,Steak,"Mexican, Italian, Continental, Thai, Fast Food",200,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_447, Bangalore",Leon Grill,No,Yes,2.1/5,2627,080-6105693,Jayanagar,Pub,Sushi,Beverages,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_846, Bangalore",Empire Restaurant,No,No,3.6/5,653,080-8004270,Indiranagar,Casual Dining,Biryani,"Italian, Fast Food, Mexican",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_429, Bangalore",Pizza Hut,No,Yes,3.6/5,2466,080-4493397,MG Road,Casual Dining,Pasta,"Continental, South Indian, Italian, Mexican",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_154, Bangalore",Resto_154,No,Yes,4.5/5,2528,080-6123426,Jayanagar,Bar,Pizza,"Fast Food, Chinese, South Indian",1200,Sample Review Text...,3,Dine-out,Bengaluru
"Address_665, Bangalore",Resto_665,Yes,No,3.8/5,1838,080-5366756,MG Road,Cafe,Dosa,"South Indian, Beverages, Italian, Mexican, Desserts",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_905, Bangalore",McDonald's,Yes,No,2.2/5,128,080-6428764,Whitefield,Bakery,Salad,"Desserts, Fast Food",1500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_719, Bangalore",Onesta,No,No,3.3/5,2528,080-2696557,HSR Layout,Bar,Steak,"Fast Food, Desserts, North Indian, Beverages, South Indian",1200,Sample Review Text...,5,Buffet,Bengaluru
"Address_899, Bangalore",Resto_899,Yes,No,2.9/5,1543,080-8189752,Indiranagar,Casual Dining,Salad,Chinese,200,Sample Review Text...,1,Delivery,Bengaluru
"Address_442, Bangalore",Resto_442,Yes,Yes,2.8/5,2772,080-4759700,Jayanagar,Cafe,Salad,"North Indian, Chinese, Thai, Italian, Fast Food",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_841, Bangalore",Onesta,Yes,No,2.1/5,2415,080-2352703,Koramangala,Cafe,Sushi,"Fast Food, Desserts",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_985, Bangalore",Leon Grill,Yes,Yes,3.2/5,1870,080-1271225,Koramangala,Pub,Pasta,"Beverages, Continental, Italian, Desserts, Fast Food",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_433, Bangalore",Burger King,No,Yes,4.1/5,1037,080-4056945,JP Nagar,Quick Service Restaurant,Steak,"Chinese, Beverages, North Indian, Desserts, Thai",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_624, Bangalore",Nandhana Palace,No,No,4.1/5,2235,080-6599209,Whitefield,Fine Dining,Salad,"Continental, Thai, Desserts, North Indian",1200,Sample Review Text...,4,Delivery,Bengaluru
"Address_387, Bangalore",Resto_387,Yes,Yes,4.5/5,2805,080-9693462,Whitefield,Quick Service Restaurant,Dosa,"Chinese, Beverages, Thai",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_30, Bangalore",Resto_30,Yes,Yes,NEW,1669,080-1327691,JP Nagar,Pub,Steak,"Mexican, North Indian, Italian, Fast Food",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_485, Bangalore",McDonald's,No,No,4.1/5,2152,080-4476232,Marathahalli,Fine Dining,Burgers,"Desserts, Continental, Mexican, Thai",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_203, Bangalore",Resto_203,No,Yes,3.5/5,2329,080-1848243,Koramangala,Cafe,Sushi,"Italian, North Indian",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_711, Bangalore",Resto_711,Yes,No,3.1/5,870,080-3240199,Marathahalli,Fine Dining,Steak,"Desserts, Italian, Chinese, Beverages",600,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_627, Bangalore",Resto_627,No,No,4.8/5,2043,080-3728089,Jayanagar,Bakery,Dosa,"Beverages, Continental",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_687, Bangalore",Resto_687,No,Yes,NEW,2021,080-7820513,Whitefield,Bakery,Biryani,"Thai, South Indian, North Indian",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_391, Bangalore",Resto_391,Yes,No,-,1036,080-4355853,Koramangala,Casual Dining,Pasta,"North Indian, Chinese, Beverages",3000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_319, Bangalore",Empire Restaurant,Yes,No,2.5/5,1164,080-7357547,Jayanagar,Bakery,Pizza,"Thai, North Indian, Chinese, Mexican, South Indian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_952, Bangalore",McDonald's,No,Yes,4.3/5,2953,080-8882473,JP Nagar,Quick Service Restaurant,Steak,"South Indian, Continental, Italian, Mexican, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_394, Bangalore",Resto_394,Yes,No,-,1287,080-7060776,Indiranagar,Bakery,Dosa,Beverages,600,Sample Review Text...,1,Buffet,Bengaluru
"Address_125, Bangalore",Resto_125,Yes,Yes,2.2/5,1933,080-7333337,Koramangala,Quick Service Restaurant,Steak,"South Indian, Fast Food, Mexican, Beverages",1500,Sample Review Text...,4,Delivery,Bengaluru
"Address_474, Bangalore",Nandhana Palace,No,Yes,3.7/5,350,080-8245056,Koramangala,Casual Dining,Pizza,"Thai, Chinese, South Indian, North Indian",2000,Sample Review Text...,4,Delivery,Bengaluru
"Address_478, Bangalore",Leon Grill,Yes,Yes,4.4/5,223,080-8981342,MG Road,Quick Service Restaurant,Salad,"Italian, Fast Food",400,Sample Review Text...,2,Buffet,Bengaluru
"Address_426, Bangalore",Burger King,Yes,No,,1460,080-5766683,Marathahalli,Bakery,Pasta,"Chinese, South Indian, Fast Food, Beverages",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_753, Bangalore",Resto_753,Yes,No,3.9/5,820,080-9949336,JP Nagar,Fine Dining,Biryani,"South Indian, Italian, Fast Food, Chinese, Desserts",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_443, Bangalore",McDonald's,Yes,No,4.5/5,2111,080-2861110,Indiranagar,Fine Dining,Pizza,Desserts,"2,000",Sample Review Text...,1,Buffet,Bengaluru
"Address_842, Bangalore",Leon Grill,No,Yes,2.0/5,2570,080-4284516,Whitefield,Quick Service Restaurant,Sushi,"Thai, Beverages, Mexican, Chinese, Desserts",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_908, Bangalore",Resto_908,No,No,4.9/5,2508,080-8657731,HSR Layout,Bakery,Biryani,Desserts,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_147, Bangalore",Resto_147,No,No,4.0/5,2011,080-4018677,HSR Layout,Quick Service Restaurant,Biryani,"Continental, Mexican, Thai, North Indian",3000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_922, Bangalore",Resto_922,No,No,2.8/5,2420,080-3125026,HSR Layout,Casual Dining,Pasta,"South Indian, Fast Food, Chinese",200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_192, Bangalore",Resto_192,No,Yes,2.1/5,1794,080-9044494,MG Road,Cafe,Burgers,"Desserts, Mexican, Thai, Continental",1500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_567, Bangalore",Empire Restaurant,Yes,Yes,4.4/5,2897,080-9034749,Indiranagar,Cafe,Pasta,"Desserts, Fast Food",600,Sample Review Text...,2,Dine-out,Bengaluru
"Address_420, Bangalore",Onesta,No,Yes,2.6/5,1090,080-5747402,Whitefield,Fine Dining,Burgers,"Mexican, South Indian, Fast Food, Desserts",800,Sample Review Text...,4,Cafes,Bengaluru
"Address_195, Bangalore",Onesta,Yes,Yes,3.2/5,1206,080-5895783,Marathahalli,Cafe,Pizza,North Indian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_6, Bangalore",Burger King,Yes,No,4.9/5,2167,080-6707197,Whitefield,Pub,Pizza,Chinese,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_667, Bangalore",Onesta,Yes,Yes,4.4/5,98,080-6945304,Jayanagar,Casual Dining,Pasta,"Beverages, Fast Food","1,500",Sample Review Text...,2,Cafes,Bengaluru
"Address_439, Bangalore",Empire Restaurant,No,No,2.8/5,2655,080-6817736,MG Road,Bakery,Salad,Desserts,"3,000",Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_289, Bangalore",Resto_289,No,Yes,3.8/5,1491,080-9347489,HSR Layout,Quick Service Restaurant,Pasta,Beverages,1500,Sample Review Text...,1,Buffet,Bengaluru
"Address_678, Bangalore",Leon Grill,No,No,3.0/5,1630,080-4608882,,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_877, Bangalore",Pizza Hut,No,Yes,NEW,1664,080-5005908,HSR Layout,Cafe,Dosa,"Fast Food, South Indian, Beverages, Chinese",1000,Sample Review Text...,4,Cafes,Bengaluru
"Address_499, Bangalore",Resto_499,No,Yes,2.4/5,2745,080-5683223,Marathahalli,Bakery,Pasta,"Chinese, Fast Food, Italian, Thai",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6/5,696,080-5772192,,Bar,Pasta,"Chinese, Continental, Beverages, Desserts",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_671, Bangalore",Resto_671,No,Yes,2.5/5,1179,080-4886854,Whitefield,Bakery,Dosa,"Italian, South Indian, Continental, Beverages",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_559, Bangalore",Nandhana Palace,No,Yes,3.5/5,2063,080-4190874,Koramangala,Cafe,Steak,"Continental, South Indian, Fast Food, North Indian, Desserts",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_74, Bangalore",Resto_74,Yes,Yes,3.9/5,1989,080-5752087,Marathahalli,Bakery,Salad,"Italian, Beverages, Chinese",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_359, Bangalore",Leon Grill,No,Yes,3.7/5,1374,080-8359513,Indiranagar,Casual Dining,Burgers,"South Indian, Mexican, Fast Food",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_22, Bangalore",Resto_22,Yes,Yes,,791,080-9996207,MG Road,Quick Service Restaurant,Sushi,"Chinese, Continental, Thai",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_626, Bangalore",Resto_626,No,No,4.5/5,716,080-1689543,Whitefield,Fine Dining,Sushi,"Thai, Mexican, Beverages",1000,Sample Review Text...,3,Buffet,Bengaluru
"Address_883, Bangalore",Leon Grill,Yes,No,3.5/5,949,080-8889458,Indiranagar,Pub,Steak,Fast Food,600,Sample Review Text...,1,Dine-out,Bengaluru
"Address_171, Bangalore",Resto_171,Yes,No,4.1/5,977,080-1923227,Koramangala,Cafe,Dosa,Mexican,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_155, Bangalore",Resto_155,Yes,No,2.4/5,1571,080-6277776,MG Road,Cafe,Salad,"Beverages, South Indian, Fast Food, Italian",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_194, Bangalore",Leon Grill,No,Yes,NEW,1356,080-2609202,HSR Layout,Cafe,Biryani,"Beverages, Fast Food, Continental, Thai",1000,Sample Review Text...,4,Cafes,Bengaluru
"Address_450, Bangalore",Nandhana Palace,Yes,No,3.5/5,507,080-1087466,Koramangala,Bar,Salad,Desserts,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_363, Bangalore",Onesta,No,Yes,4.7/5,221,080-8602555,JP Nagar,Quick Service Restaurant,Biryani,"Mexican, Continental",1200,Sample Review Text...,2,Delivery,Bengaluru
"Address_187, Bangalore",Leon Grill,Yes,Yes,4.3/5,2857,080-4158036,JP Nagar,Pub,Salad,Thai,3000,Sample Review Text...,1,Buffet,Bengaluru
"Address_29, Bangalore",Resto_29,Yes,No,3.5/5,2567,080-2351868,HSR Layout,Quick Service Restaurant,Pasta,"Chinese, Continental, Italian, South Indian",1200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_633, Bangalore",Resto_633,Yes,No,4.5/5,1885,080-2634085,Koramangala,Casual Dining,Dosa,Continental,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_678, Bangalore",Leon Grill,No,No,3.0/5,1630,080-4608882,Jayanagar,Bar,Steak,"Desserts, Mexican, Italian, North Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_740, Bangalore",Resto_740,Yes,No,3.6/5,880,080-8654679,Marathahalli,Quick Service Restaurant,Biryani,"North Indian, Mexican, Chinese, Thai, Italian",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_428, Bangalore",Resto_428,No,No,4.8/5,2433,080-3169632,Koramangala,Quick Service Restaurant,Burgers,Fast Food,2000,Sample Review Text...,1,Delivery,Bengaluru
"Address_610, Bangalore",Resto_610,Yes,No,,2358,080-1656328,Koramangala,Bakery,Sushi,"South Indian, Mexican, North Indian","2,500",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_792, Bangalore",Resto_792,Yes,No,2.3/5,2797,080-6660577,Jayanagar,Pub,Salad,"South Indian, Chinese, Desserts, Beverages, Continental",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_796, Bangalore",Resto_796,Yes,Yes,3.1/5,1440,080-1750288,Koramangala,Bar,Burgers,"Beverages, Fast Food, South Indian, Continental",1200,Sample Review Text...,4,Delivery,Bengaluru
"Address_106, Bangalore",Resto_106,No,Yes,2.1/5,1573,080-9359508,MG Road,Cafe,Salad,"Thai, Fast Food",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_925, Bangalore",KFC,Yes,Yes,2.7/5,190,080-4526654,Indiranagar,Fine Dining,Pizza,"South Indian, Italian, Continental, North Indian",3000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_276, Bangalore",Resto_276,No,Yes,3.2/5,391,080-3605071,Indiranagar,Bakery,Pizza,"North Indian, Fast Food, Mexican, Continental, Beverages",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_293, Bangalore",Resto_293,Yes,Yes,3.6/5,432,080-9467339,JP Nagar,Fine Dining,Sushi,"Mexican, Chinese, South Indian, Fast Food",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_909, Bangalore",Resto_909,No,Yes,4.5/5,1898,080-5263793,HSR Layout,Quick Service Restaurant,Steak,"Italian, Desserts, Continental, South Indian, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_407, Bangalore",KFC,No,No,3.5/5,2750,080-9937547,Jayanagar,Casual Dining,Steak,"South Indian, Desserts, Italian, Thai, Mexican",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_278, Bangalore",Leon Grill,No,No,3.9/5,1268,080-6093108,JP Nagar,Bakery,Biryani,"Italian, Chinese, Desserts, South Indian, Mexican",1500,Sample Review Text...,5,Delivery,Bengaluru
"Address_222, Bangalore",Burger King,Yes,Yes,4.1/5,652,080-3192032,Indiranagar,Bakery,Salad,"Desserts, Fast Food, South Indian, Continental, Italian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_824, Bangalore",Pizza Hut,No,Yes,NEW,257,080-8481497,Marathahalli,Quick Service Restaurant,Biryani,Fast Food,1500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_859, Bangalore",Resto_859,No,Yes,2.3/5,2800,080-4040589,Jayanagar,Pub,Salad,Beverages,2000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_573, Bangalore",McDonald's,Yes,Yes,3.6/5,2206,080-4679813,Marathahalli,Pub,Pizza,"Italian, Mexican, Chinese, Continental, Thai",1500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_212, Bangalore",Onesta,Yes,No,2.5/5,331,080-4512853,Marathahalli,Quick Service Restaurant,Pasta,"Thai, North Indian",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_356, Bangalore",Resto_356,No,No,4.4/5,1840,080-9776491,Koramangala,Casual Dining,Salad,"North Indian, Thai, Fast Food",1500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_310, Bangalore",Resto_310,Yes,No,NEW,1952,080-3747879,Jayanagar,Pub,Burgers,"Desserts, Thai, South Indian, Mexican, Italian",2000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_234, Bangalore",Resto_234,Yes,Yes,2.6/5,1814,080-3976712,HSR Layout,Fine Dining,Pizza,"Fast Food, Beverages, Italian",800,Sample Review Text...,3,Dine-out,Bengaluru
"Address_418, Bangalore",Leon Grill,No,No,4.5/5,546,080-7330379,Whitefield,Cafe,Burgers,"Thai, Continental, Italian, North Indian, Desserts",1200,Sample Review Text...,5,Delivery,Bengaluru
"Address_813, Bangalore",Resto_813,Yes,No,3.6/5,1923,080-1660659,Whitefield,Fine Dining,Pasta,"Chinese, South Indian",2000,Sample Review Text...,2,Cafes,Bengaluru
"Address_80, Bangalore",Pizza Hut,Yes,No,2.9/5,1851,080-7450545,Koramangala,Casual Dining,Salad,"Continental, Chinese, Beverages",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_257, Bangalore",Burger King,Yes,No,3.1/5,2412,080-2406225,Indiranagar,Bakery,Dosa,"Continental, Desserts",800,Sample Review Text...,2,Buffet,Bengaluru
"Address_295, Bangalore",Burger King,Yes,Yes,3.7/5,2120,080-6283223,Jayanagar,Quick Service Restaurant,Biryani,Continental,800,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_349, Bangalore",Resto_349,Yes,Yes,,376,080-3179482,Koramangala,Pub,Steak,"Fast Food, Chinese",400,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_386, Bangalore",Leon Grill,No,No,2.4/5,668,080-2288937,Koramangala,Quick Service Restaurant,Burgers,"Mexican, Thai, North Indian",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_677, Bangalore",Onesta,No,No,3.6/5,1210,080-6459256,Indiranagar,Cafe,Burgers,Continental,"1,500",Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_916, Bangalore",Onesta,No,No,3.1/5,171,080-7250140,Koramangala,Bakery,Sushi,"North Indian, Thai",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_971, Bangalore",Resto_971,No,No,2.2/5,887,080-6262923,Koramangala,Pub,Sushi,"Mexican, Chinese, South Indian, Fast Food",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_628, Bangalore",Resto_628,No,Yes,2.6/5,2429,080-3310537,Indiranagar,Casual Dining,Sushi,"Continental, North Indian, Mexican, South Indian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_666, Bangalore",Resto_666,Yes,No,4.9/5,2359,080-8023372,Marathahalli,Fine Dining,Dosa,"South Indian, Desserts",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_453, Bangalore",Burger King,No,No,3.2/5,667,080-9609823,Jayanagar,Pub,Pizza,"Desserts, Fast Food",600,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_999, Bangalore",Burger King,No,No,4.5/5,566,080-8079391,Marathahalli,Fine Dining,Sushi,"Beverages, Thai, Continental",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_902, Bangalore",Pizza Hut,Yes,Yes,2.6/5,1162,080-6140518,Koramangala,Bakery,Dosa,"South Indian, Desserts, Beverages","1,200",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_831, Bangalore",McDonald's,Yes,Yes,4.3/5,2344,080-6258986,,Fine Dining,Pizza,"Fast Food, Italian, Beverages, Desserts, Continental","2,000",Sample Review Text...,5,Cafes,Bengaluru
"Address_376, Bangalore",McDonald's,No,No,3.6/5,1255,080-1793880,Jayanagar,Bar,Pasta,"Italian, Desserts, Thai",1000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_636, Bangalore",Resto_636,No,Yes,3.3/5,227,080-8367376,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, South Indian, Italian, Mexican",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_117, Bangalore",Resto_117,Yes,No,3.4/5,2790,080-5819172,Jayanagar,Casual Dining,Sushi,"South Indian, Mexican, Desserts, Italian, Thai",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_562, Bangalore",Resto_562,Yes,Yes,2.6/5,475,080-5429825,Koramangala,Fine Dining,Pasta,"Fast Food, Thai, Beverages",400,Sample Review Text...,3,Cafes,Bengaluru
"Address_96, Bangalore",Pizza Hut,Yes,Yes,3.2/5,2101,080-4959345,Jayanagar,Casual Dining,Sushi,"Fast Food, Desserts",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_265, Bangalore",Pizza Hut,No,No,4.2/5,1391,080-4697401,Marathahalli,Fine Dining,Burgers,"Fast Food, North Indian, Desserts, Beverages",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_449, Bangalore",Leon Grill,No,Yes,NEW,2260,080-5049009,Whitefield,Pub,Dosa,"South Indian, North Indian, Beverages",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_201, Bangalore",Resto_201,Yes,No,,1357,080-9248001,HSR Layout,Casual Dining,Pizza,"Continental, Thai, North Indian, South Indian",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_104, Bangalore",Pizza Hut,Yes,No,2.1/5,2568,080-2005173,Whitefield,Fine Dining,Pasta,"Desserts, Italian, Mexican",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_769, Bangalore",Resto_769,No,No,3.5/5,1725,080-6227870,Marathahalli,Bakery,Burgers,"South Indian, Continental, North Indian",400,Sample Review Text...,3,Pubs and bars,Bengaluru
